Date,Open,High,Low,Close,Adj Close,Volume
2022-04-22,134.330002,134.929993,128.710007,129.070007,125.906296,7321700
2022-04-25,127.800003,128.940002,124.849998,127.940002,124.803993,6512500
2022-04-26,126.949997,127.589996,120.480003,120.519997,117.565857,7977900
2022-04-27,121.089996,124.000000,121.089996,121.239998,118.268211,6007800
2022-04-28,123.169998,127.970001,122.599998,127.050003,123.935822,6551600
2022-04-29,126.220001,128.449997,124.250000,124.699997,121.643410,5867900
2022-05-02,124.430000,126.180000,122.800003,126.080002,122.989586,5428400
2022-05-03,125.019997,125.760002,120.220001,122.860001,119.848518,8201200
2022-05-04,122.540001,126.199997,120.080002,126.059998,122.970070,6924000
2022-05-05,124.110001,124.750000,116.519997,118.629997,115.722198,8411600
2022-05-06,113.739998,115.900002,110.660004,114.489998,111.683662,11237500
2022-05-09,112.970001,114.430000,110.589996,111.209999,108.484077,7506000
2022-05-10,113.029999,113.440002,108.349998,109.489998,106.806221,7526900
2022-05-11,110.699997,111.150002,107.589996,107.919998,105.274719,6611800
2022-05-12,105.180000,109.879997,105.000000,107.900002,105.255203,10245400
2022-05-13,110.260002,113.110001,108.669998,113.010002,110.239952,9618800
2022-05-16,112.980003,113.440002,111.559998,112.599998,109.839996,5722500
2022-05-17,115.500000,117.099998,113.070000,115.900002,113.059113,6026100
2022-05-18,112.500000,113.360001,108.779999,109.370003,106.689171,8188300
2022-05-19,108.949997,109.110001,106.279999,106.440002,103.830994,7702000
2022-05-20,108.669998,109.690002,105.070000,108.000000,105.352753,7621900
2022-05-23,107.470001,108.750000,105.820000,108.629997,105.967308,7136400
2022-05-24,107.110001,107.989998,104.730003,107.290001,104.660164,6023400
2022-05-25,103.459999,108.889999,103.459999,108.199997,105.547852,7158800
2022-05-26,110.000000,113.500000,110.000000,112.940002,110.171661,6520300
2022-05-27,114.220001,116.010002,114.010002,115.989998,113.146904,5043000
2022-05-31,117.500000,119.790001,114.449997,118.849998,115.936798,13774600
2022-06-01,119.830002,120.750000,117.610001,118.680000,115.770966,5543100
2022-06-02,119.510002,123.580002,119.260002,123.410004,120.385025,5838100
2022-06-03,120.209999,122.540001,120.000000,120.949997,118.277649,5201500
2022-06-06,121.500000,122.139999,119.430000,120.230003,117.573563,3963400
2022-06-07,118.660004,121.970001,118.459999,121.669998,118.981735,5373600
2022-06-08,120.900002,123.820000,120.449997,122.400002,119.695610,4365800
2022-06-09,121.349998,122.029999,118.589996,118.599998,115.979561,3892600
2022-06-10,117.089996,117.089996,114.260002,114.730003,112.195076,6292600
2022-06-13,110.389999,112.019997,109.239998,110.440002,107.999863,6423100
2022-06-14,110.370003,111.889999,110.010002,110.720001,108.273674,4548400
2022-06-15,112.160004,114.720001,111.209999,113.440002,110.933578,4828700
2022-06-16,109.510002,109.900002,105.720001,107.120003,104.753212,7384800
2022-06-17,106.150002,108.550003,105.849998,107.339996,104.968353,10256800
2022-06-21,108.459999,109.820000,108.040001,108.680000,106.278740,6211400
2022-06-22,105.400002,106.900002,104.610001,104.919998,102.601814,9884000
2022-06-23,105.010002,108.099998,104.410004,108.000000,105.613770,8898400
2022-06-24,109.930000,112.940002,109.610001,112.910004,110.415291,10463700
2022-06-27,112.239998,113.209999,109.839996,110.500000,108.058540,12644700
2022-06-28,108.199997,114.050003,102.480003,102.779999,100.509102,31296500
2022-06-29,102.989998,105.610001,101.529999,103.250000,100.968719,10326600
2022-06-30,101.940002,103.379997,100.779999,102.199997,99.941910,9027400
2022-07-01,101.639999,102.500000,99.529999,101.180000,98.944458,7934300
2022-07-05,100.449997,104.379997,100.110001,104.320000,102.015076,9948800
2022-07-06,104.889999,105.720001,103.449997,104.230003,101.927063,6432900
2022-07-07,105.650002,108.279999,105.269997,108.129997,105.740898,7633900
2022-07-08,106.580002,108.610001,106.510002,107.930000,105.545319,5938600
2022-07-11,106.599998,107.089996,104.870003,105.110001,102.787636,4935200
2022-07-12,105.010002,105.860001,103.150002,103.760002,101.467445,6017400
2022-07-13,101.940002,105.879997,101.559998,105.110001,102.787636,5299400
2022-07-14,103.110001,103.800003,101.849998,103.220001,100.939384,6951300
2022-07-15,104.760002,105.620003,103.930000,104.699997,102.386681,7862000
2022-07-18,106.190002,106.680000,103.680000,103.940002,101.643471,6834800
2022-07-19,105.599998,109.580002,105.430000,109.190002,106.777481,8973900
2022-07-20,109.220001,111.629997,108.870003,111.110001,108.655060,5884600
2022-07-21,110.370003,111.669998,110.070000,111.620003,109.153793,4291400
2022-07-22,111.930000,111.930000,108.750000,109.120003,106.709030,6039300
2022-07-25,109.610001,109.610001,107.680000,109.279999,106.865486,5079500
2022-07-26,107.480003,107.930000,104.570000,105.199997,102.875633,8459500
2022-07-27,106.300003,108.379997,105.750000,107.860001,105.476868,7437000
2022-07-28,109.430000,112.400002,108.029999,112.230003,109.750313,6773500
2022-07-29,112.760002,115.209999,111.500000,114.919998,112.380875,7560000
2022-08-01,114.000000,115.550003,113.250000,114.300003,111.774582,4802900
2022-08-02,113.570000,113.779999,111.669998,111.769997,109.300476,6334400
2022-08-03,113.419998,115.099998,112.580002,114.279999,111.755005,5986500
2022-08-04,114.639999,115.349998,113.830002,114.480003,111.950607,4332000
2022-08-05,112.790001,114.300003,112.570000,113.870003,111.354065,4162200
2022-08-08,114.000000,115.580002,113.309998,114.000000,111.481201,6071600
2022-08-09,111.320000,111.750000,108.820000,110.110001,107.677147,7377600
2022-08-10,113.239998,113.830002,111.860001,113.139999,110.640198,6951800
2022-08-11,114.879997,116.750000,113.730003,114.099998,111.578995,5582100
2022-08-12,114.389999,116.129997,113.769997,116.070000,113.505470,4407900
2022-08-15,115.449997,116.580002,114.849998,116.320000,113.749947,4279000
2022-08-16,115.940002,118.470001,115.809998,118.059998,115.451500,6189800
2022-08-17,116.769997,117.980003,116.410004,117.040001,114.454041,5108400
2022-08-18,116.000000,116.680000,115.300003,116.010002,113.446793,4750200
2022-08-19,115.500000,115.650002,113.029999,113.160004,110.659767,5967600
2022-08-22,111.019997,111.680000,109.839996,110.339996,107.902061,5802900
2022-08-23,110.839996,112.830002,110.570000,110.680000,108.234558,4806700
2022-08-24,110.680000,112.430000,110.019997,111.410004,108.948433,4769000
2022-08-25,111.900002,113.339996,111.389999,113.220001,110.718437,5433700
2022-08-26,113.309998,113.730003,108.230003,108.279999,105.887573,6203600
2022-08-29,106.809998,108.540001,106.440002,107.879997,105.496422,4132400
2022-08-30,108.970001,110.080002,107.129997,107.860001,105.476868,5129500
2022-08-31,107.959999,108.010002,105.809998,106.449997,104.098015,8884800
2022-09-01,105.800003,106.550003,103.800003,106.489998,104.137131,5590800
2022-09-02,107.459999,108.150002,105.050003,105.739998,103.700706,7763800
2022-09-06,105.440002,106.410004,103.680000,105.150002,103.122101,9158900
2022-09-07,105.080002,108.559998,105.000000,108.480003,106.387871,7238300
2022-09-08,107.000000,108.790001,106.080002,108.730003,106.633064,5628300
2022-09-09,109.379997,111.690002,109.300003,110.970001,108.829857,5171500
2022-09-12,111.379997,113.360001,111.379997,112.379997,110.212662,4836900
2022-09-13,108.839996,108.910004,105.440002,105.720001,103.681107,5955600
2022-09-14,106.129997,107.360001,105.150002,107.000000,104.936417,4888700
2022-09-15,106.150002,108.139999,104.830002,105.500000,103.465340,6598900
2022-09-16,104.070000,105.290001,103.250000,104.120003,102.111954,8000800
2022-09-19,103.690002,107.370003,103.330002,107.209999,105.142365,5162300
2022-09-20,103.820000,104.440002,101.709999,102.419998,100.444740,10006600
2022-09-21,102.669998,103.629997,99.769997,99.790001,97.865471,6279300
2022-09-22,99.790001,100.209999,97.830002,98.550003,96.649384,9638800
2022-09-23,96.919998,97.540001,95.339996,97.019997,95.148888,9026500
2022-09-26,96.089996,97.730003,95.709999,96.059998,94.207413,8521600
2022-09-27,97.070000,97.739998,95.000000,96.290001,94.432968,9890300
2022-09-28,97.110001,99.430000,96.760002,98.699997,96.796494,9423300
2022-09-29,98.110001,98.110001,94.480003,95.330002,93.491486,19339200
2022-09-30,83.300003,86.199997,82.500000,83.120003,81.516960,48176100
2022-10-03,83.129997,86.470001,82.220001,85.400002,83.752991,19108200
2022-10-04,87.699997,89.070000,87.110001,88.639999,86.930504,15114800
2022-10-05,87.489998,91.699997,87.150002,91.099998,89.343056,12732700
2022-10-06,90.489998,92.639999,89.809998,90.169998,88.430992,9951900
2022-10-07,88.540001,88.760002,86.690002,87.160004,85.479050,8554700
2022-10-10,87.760002,87.779999,85.070000,86.690002,85.018112,7991200
2022-10-11,86.040001,88.250000,85.750000,87.989998,86.293022,11903200
2022-10-12,88.000000,88.879997,87.309998,88.510002,86.803017,8772900
2022-10-13,86.389999,89.809998,86.050003,89.559998,87.832756,9335000
2022-10-14,90.510002,90.879997,87.489998,87.550003,85.861534,7811700
2022-10-17,89.529999,90.690002,88.699997,89.970001,88.234848,8451900
2022-10-18,92.599998,92.910004,89.150002,89.680000,87.950455,7364700
2022-10-19,88.260002,89.739998,87.760002,88.570000,86.861862,5102000
2022-10-20,89.470001,90.580002,86.610001,86.830002,85.155418,13500000
2022-10-21,87.019997,88.779999,86.709999,88.500000,86.793205,7976300
2022-10-24,87.790001,88.839996,86.239998,88.010002,86.312660,8847100
2022-10-25,88.029999,91.930000,87.889999,91.720001,89.951096,8639900
2022-10-26,90.779999,94.349998,90.699997,92.389999,90.608185,8648200
2022-10-27,92.879997,93.480003,90.220001,90.540001,88.793869,8617900
2022-10-28,91.199997,93.879997,90.459999,93.830002,92.020416,6022400
2022-10-31,93.000000,93.889999,92.680000,92.680000,90.892586,6426400
2022-11-01,95.690002,96.459999,92.970001,93.769997,91.961555,7250700
2022-11-02,93.129997,94.440002,90.190002,90.300003,88.558502,7176600
2022-11-03,89.970001,91.610001,88.720001,90.400002,88.656555,6550300
2022-11-04,94.449997,98.230003,93.949997,95.790001,93.942612,12543300
2022-11-07,96.309998,96.870003,92.669998,93.440002,91.637939,9094500
2022-11-08,94.440002,96.029999,92.940002,93.750000,91.941956,7017800
2022-11-09,92.669998,93.900002,91.959999,92.099998,90.323769,6550900
2022-11-10,96.330002,99.680000,96.230003,99.489998,97.571251,9361000
2022-11-11,100.309998,107.209999,100.139999,106.089996,104.043961,12597500
2022-11-14,105.199997,106.440002,104.320000,104.389999,102.376747,7134900
2022-11-15,107.989998,109.309998,105.529999,106.709999,104.652008,7242900
2022-11-16,105.250000,106.599998,104.769997,105.230003,103.200546,5998700
2022-11-17,104.110001,105.400002,102.919998,105.360001,103.328049,5252900
2022-11-18,107.629997,107.720001,104.169998,105.419998,103.386894,5498900
2022-11-21,104.610001,105.480003,103.599998,103.830002,101.827553,4774800
2022-11-22,104.620003,106.160004,103.839996,105.970001,103.926277,5313200
2022-11-23,106.000000,106.980003,105.230003,106.650002,104.593170,3873100
2022-11-25,106.449997,107.180000,105.559998,105.959999,103.916473,3426100
2022-11-28,105.250000,106.300003,104.650002,104.959999,102.935760,6967400
2022-11-29,105.370003,106.820000,105.120003,106.250000,104.200882,8494400
2022-11-30,107.080002,109.690002,105.449997,109.690002,107.574539,16251000
2022-12-01,110.089996,111.860001,109.550003,111.110001,108.967148,7822900
2022-12-02,108.650002,112.709999,108.339996,112.199997,110.373871,5892000
2022-12-05,111.019997,111.129997,109.190002,109.620003,107.835876,6220100
2022-12-06,109.650002,110.529999,106.750000,107.930000,106.173370,7086100
2022-12-07,107.320000,109.120003,107.059998,108.330002,106.566864,5751500
2022-12-08,108.599998,111.489998,108.459999,111.360001,109.547546,6192800
2022-12-09,110.220001,111.379997,109.260002,109.419998,107.639130,5677700
2022-12-12,110.099998,112.169998,109.709999,112.070000,110.245987,6426000
2022-12-13,115.610001,116.449997,111.250000,112.849998,111.013298,8655300
2022-12-14,113.699997,114.120003,110.230003,111.449997,109.636078,7528500
2022-12-15,109.190002,109.620003,107.730003,108.510002,106.743935,7500700
2022-12-16,106.870003,107.610001,105.120003,105.949997,104.225594,14083600
2022-12-19,104.989998,105.510002,102.449997,103.050003,101.372803,10620300
2022-12-20,103.000000,103.400002,101.680000,103.209999,101.530197,17147900
2022-12-21,116.760002,119.180000,115.339996,115.779999,113.895607,32777300
2022-12-22,114.290001,116.820000,114.059998,116.709999,114.810478,17147600
2022-12-23,116.110001,117.169998,115.779999,116.250000,114.357956,6603700
2022-12-27,116.470001,118.199997,115.820000,117.559998,115.646645,6661100
2022-12-28,117.580002,118.239998,114.959999,114.980003,113.108635,5437800
2022-12-29,116.080002,118.070000,115.800003,117.349998,115.440056,4588600
2022-12-30,116.559998,117.250000,115.769997,117.010002,115.105591,4355500
2023-01-03,118.550003,119.489998,117.440002,118.750000,116.817268,8124800
2023-01-04,119.959999,122.230003,119.529999,121.209999,119.237236,8550700
2023-01-05,120.279999,122.339996,120.080002,120.620003,118.656845,6046700
2023-01-06,122.000000,125.360001,121.769997,124.529999,122.503197,10080700
2023-01-09,125.000000,126.610001,124.550003,124.849998,122.818001,9397900
2023-01-10,125.209999,126.330002,124.370003,125.839996,123.791885,5899900
2023-01-11,126.320000,128.259995,126.010002,127.940002,125.857712,6989200
2023-01-12,128.350006,128.460007,126.459999,127.889999,125.808510,8366400
2023-01-13,126.660004,129.229996,126.660004,128.850006,126.752892,4856500
2023-01-17,128.000000,129.050003,127.830002,128.139999,126.054443,6172200
2023-01-18,127.800003,128.589996,126.000000,126.430000,124.372276,6828800
2023-01-19,124.790001,125.440002,123.610001,124.529999,122.503197,5273500
2023-01-20,124.680000,126.639999,124.040001,126.620003,124.559189,5673200
2023-01-23,126.900002,128.750000,126.540001,128.289993,126.201996,5581600
2023-01-24,126.809998,128.009995,120.449997,126.830002,124.765778,5486200
2023-01-25,125.860001,127.010002,124.830002,126.820000,124.755920,5933700
2023-01-26,128.460007,128.990005,126.010002,127.529999,125.454369,5838800
2023-01-27,127.070000,128.580002,126.699997,127.529999,125.454369,5730000
2023-01-30,126.500000,127.559998,126.209999,126.370003,124.313255,6494600
2023-01-31,126.419998,127.849998,126.010002,127.330002,125.257629,7686900
2023-02-01,127.900002,130.220001,126.220001,129.500000,127.392303,6387900
2023-02-02,130.449997,131.309998,127.860001,129.059998,126.959465,5214500
2023-02-03,126.790001,129.419998,126.440002,127.610001,125.533073,4930200
2023-02-06,125.519997,126.099998,124.320000,125.730003,123.683678,4666400
2023-02-07,123.959999,125.930000,123.250000,125.330002,123.290184,5288900
2023-02-08,123.379997,124.099998,121.800003,122.910004,120.909576,5877800
2023-02-09,124.709999,125.019997,121.500000,122.180000,120.191452,5929000
2023-02-10,121.510002,122.639999,120.540001,122.230003,120.240639,5195500
2023-02-13,122.820000,125.720001,122.459999,125.150002,123.113113,5689800
2023-02-14,123.949997,126.360001,123.739998,126.199997,124.146019,4845900
2023-02-15,124.900002,127.500000,124.900002,127.480003,125.405197,5687900
2023-02-16,125.430000,127.209999,124.110001,124.379997,122.355637,4722200
2023-02-17,123.709999,124.889999,123.440002,124.839996,122.808151,5161500
2023-02-21,123.279999,124.000000,120.980003,121.099998,119.129021,5110300
